,--aud,--constrained-intra,--intra-refresh,--no-asm,--slow-firstpass,--weightb,--aq-strength,--ipratio,--pbratio,--psy-rd,--qblur,--qcomp,--vbv-init,--aq-mode,--b-adapt,--bframes,--crf,--keyint,--lookahead-threads,--min-keyint,--qp,--qpstep,--qpmin,--qpmax,--rc-lookahead,--ref,--vbv-bufsize,--deblock,--me,--overscan,--preset,--scenecut,--tune
2138,,,,--no-asm,,--weightb,2.0,1.2,1.3,4.0,0.3,0.7,0.8,2,2,16,0,290,4,20,30,4,0,60,48,3,1000,-2:-2,umh,show,placebo,30,psnr
2139,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.0,1.4,1.6,0.6,0.7,0.1,1,2,0,40,280,3,22,0,3,0,65,38,1,1000,-1:-1,dia,crop,slower,40,animation
2140,,,,,--slow-firstpass,--weightb,1.0,1.3,1.1,2.0,0.3,0.9,0.3,3,0,14,20,280,3,27,10,4,3,61,28,4,1000,1:1,umh,show,veryfast,10,psnr
2141,,--constrained-intra,,--no-asm,,--no-weightb,2.5,1.6,1.3,3.8,0.5,0.8,0.6,1,2,8,50,270,4,20,20,3,2,64,28,5,2000,-2:-2,hex,show,placebo,10,grain
2142,--aud,,,--no-asm,,--weightb,1.5,1.4,1.3,1.0,0.5,0.8,0.8,0,2,6,10,240,4,20,30,3,3,60,28,6,2000,-1:-1,dia,show,medium,10,grain
2143,--aud,--constrained-intra,,,--slow-firstpass,--weightb,1.5,1.3,1.2,1.2,0.5,0.8,0.6,0,0,14,40,300,4,26,50,4,3,68,28,6,2000,-1:-1,hex,crop,fast,40,grain
2144,,,,--no-asm,,--no-weightb,1.0,1.0,1.1,0.2,0.3,0.8,0.3,2,0,12,45,270,3,27,50,5,3,65,18,5,1000,-2:-2,dia,show,veryslow,0,grain
2145,,,--intra-refresh,,--slow-firstpass,--no-weightb,3.0,1.1,1.4,2.0,0.3,0.9,0.4,1,0,8,10,290,2,30,50,3,2,67,38,1,1000,-2:-2,dia,crop,medium,0,animation
2146,--aud,,,--no-asm,--slow-firstpass,--weightb,2.0,1.3,1.2,3.2,0.6,0.6,0.1,2,1,8,0,260,3,25,0,3,2,68,18,6,1000,-2:-2,dia,crop,fast,0,animation
2147,--aud,,,,,--no-weightb,2.0,1.5,1.4,4.0,0.2,0.8,0.6,1,0,8,50,300,1,25,40,4,1,66,18,6,1000,1:1,dia,show,veryslow,0,grain
2148,--aud,,,--no-asm,,--weightb,2.5,1.4,1.3,1.0,0.3,0.7,0.7,0,1,2,0,220,1,21,30,3,1,62,28,4,2000,-1:-1,hex,show,faster,40,psnr
2149,,,,--no-asm,--slow-firstpass,--weightb,1.0,1.5,1.0,2.2,0.2,0.9,0.5,2,2,8,35,240,4,30,20,4,4,61,38,2,1000,-2:-2,hex,crop,medium,40,grain
2150,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.5,1.1,5.0,0.2,0.9,0.8,2,1,2,30,240,3,27,50,5,0,60,28,1,2000,1:1,umh,crop,veryfast,10,ssim
2151,,,,,,--weightb,0.5,1.3,1.0,2.4,0.2,0.6,0.4,0,0,12,5,240,0,23,0,5,4,61,38,3,1000,-2:-2,hex,show,fast,10,animation
2152,,,,,--slow-firstpass,--weightb,2.5,1.4,1.4,4.4,0.6,0.6,0.1,2,1,0,5,250,0,24,50,4,0,67,28,2,2000,-2:-2,hex,crop,faster,10,animation
2153,,,,,,--no-weightb,1.0,1.1,1.2,0.8,0.6,0.6,0.7,3,1,4,35,210,4,23,20,4,4,61,38,5,2000,-2:-2,dia,show,ultrafast,10,grain
2154,--aud,--constrained-intra,,--no-asm,,--weightb,0.0,1.4,1.1,5.0,0.6,0.8,0.9,2,1,6,30,270,3,28,10,3,4,63,18,2,1000,1:1,hex,crop,slow,40,grain
2155,,,,--no-asm,--slow-firstpass,--weightb,0.5,1.4,1.0,0.4,0.5,0.6,0.7,3,2,6,45,270,1,27,10,5,3,68,38,1,2000,1:1,dia,show,veryslow,40,animation
2156,--aud,,,,--slow-firstpass,--no-weightb,0.5,1.6,1.0,1.0,0.5,0.6,0.3,3,1,14,25,220,4,30,0,3,1,62,18,5,2000,1:1,hex,crop,fast,0,ssim
2157,,,--intra-refresh,--no-asm,,--weightb,1.0,1.1,1.4,0.4,0.2,0.8,0.4,1,0,8,50,210,1,20,0,4,0,68,18,1,2000,1:1,hex,crop,veryfast,0,ssim
2158,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.0,1.6,1.4,1.0,0.5,0.6,0.5,0,2,14,50,260,3,30,40,4,3,64,38,1,2000,1:1,dia,crop,medium,30,ssim
2159,,--constrained-intra,,--no-asm,,--no-weightb,2.5,1.5,1.4,3.4,0.3,0.8,0.7,2,1,0,0,220,4,21,30,3,4,68,48,1,1000,-1:-1,umh,crop,fast,0,animation
2160,--aud,--constrained-intra,,,--slow-firstpass,--weightb,3.0,1.4,1.4,1.8,0.3,0.9,0.2,2,1,8,0,230,1,25,20,5,2,61,18,3,2000,-1:-1,umh,crop,veryslow,10,psnr
2161,,--constrained-intra,,,--slow-firstpass,--weightb,0.5,1.4,1.3,2.6,0.4,0.8,0.4,3,0,10,5,210,1,27,0,5,3,64,38,6,1000,1:1,hex,show,superfast,10,animation
2162,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,2.0,1.5,1.1,0.6,0.6,0.9,0.3,3,0,2,15,240,3,28,0,5,1,67,48,4,1000,1:1,hex,show,fast,30,animation
2163,--aud,,,,,--weightb,2.5,1.6,1.0,3.0,0.3,0.6,0.8,0,2,6,15,220,4,23,50,3,1,61,48,5,2000,-1:-1,hex,crop,ultrafast,30,ssim
2164,--aud,--constrained-intra,,,,--weightb,2.0,1.6,1.3,3.6,0.4,0.9,0.9,2,1,8,20,300,3,22,20,4,2,64,28,3,2000,-1:-1,dia,show,veryfast,30,grain
2165,,--constrained-intra,,,,--weightb,0.5,1.2,1.1,1.0,0.2,0.6,0.6,3,0,12,10,300,0,25,10,3,2,63,38,6,1000,-1:-1,umh,crop,slower,30,grain
2166,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.5,1.1,5.0,0.2,0.8,0.9,3,0,12,10,300,0,23,0,5,0,60,18,1,2000,-2:-2,hex,show,superfast,40,psnr
2167,--aud,--constrained-intra,,--no-asm,,--weightb,3.0,1.6,1.2,2.2,0.3,0.9,0.1,1,2,4,40,280,1,24,20,5,2,61,38,5,1000,1:1,umh,show,slower,10,psnr
2168,--aud,,,--no-asm,,--no-weightb,3.0,1.3,1.0,2.6,0.2,0.8,0.7,0,0,16,40,240,2,22,10,4,3,69,18,1,1000,-2:-2,dia,crop,slower,10,psnr
2169,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.2,1.1,2.6,0.3,0.8,0.3,1,2,4,15,290,3,22,0,4,0,60,38,2,1000,-1:-1,hex,show,veryslow,40,grain
2170,,,,,--slow-firstpass,--weightb,3.0,1.3,1.2,2.4,0.6,0.6,0.4,2,2,6,30,270,1,27,0,3,4,62,38,5,1000,-2:-2,hex,crop,medium,30,psnr
2171,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,1.0,1.3,1.3,0.8,0.5,0.7,0.4,1,0,4,25,270,1,25,0,3,2,63,28,5,1000,-2:-2,umh,crop,slow,0,grain
2172,,--constrained-intra,,,,--weightb,2.5,1.5,1.3,0.8,0.6,0.8,0.7,1,1,14,0,240,2,28,10,5,1,69,48,5,1000,-2:-2,hex,crop,faster,40,animation
2173,,,,--no-asm,,--no-weightb,0.5,1.1,1.0,4.2,0.4,0.6,0.3,3,0,16,5,220,4,28,30,5,0,68,38,4,2000,1:1,umh,crop,faster,40,grain
2174,--aud,,,--no-asm,--slow-firstpass,--weightb,2.5,1.5,1.2,3.0,0.3,0.6,0.6,3,2,14,20,230,2,27,50,5,1,61,48,6,2000,-2:-2,dia,crop,slow,40,animation
2175,--aud,--constrained-intra,,--no-asm,,--no-weightb,0.0,1.0,1.2,3.8,0.5,0.7,0.0,2,1,12,45,220,1,22,0,5,1,65,18,2,1000,-1:-1,hex,crop,slower,30,psnr
2176,,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.4,1.2,0.4,0.6,0.7,0.4,0,2,0,50,210,1,25,20,3,3,64,48,2,2000,-1:-1,dia,show,medium,0,ssim
2177,,--constrained-intra,,,--slow-firstpass,--no-weightb,1.5,1.0,1.4,2.2,0.4,0.6,0.9,1,1,0,30,300,3,20,10,4,2,62,28,2,1000,-1:-1,umh,show,ultrafast,0,ssim
2178,,--constrained-intra,,,,--weightb,1.0,1.4,1.2,4.6,0.2,0.7,0.6,2,1,10,15,300,4,28,20,3,4,63,28,5,1000,-2:-2,umh,crop,ultrafast,30,animation
2179,,,,--no-asm,,--weightb,1.0,1.2,1.4,1.0,0.3,0.6,0.9,0,1,16,15,220,1,24,10,3,3,65,38,4,1000,1:1,hex,crop,faster,0,animation
2180,,--constrained-intra,,--no-asm,,--weightb,0.5,1.2,1.1,1.2,0.6,0.7,0.0,0,2,14,15,270,4,25,10,5,0,67,18,1,2000,-1:-1,dia,crop,medium,40,grain
2181,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,0.5,1.1,1.3,3.6,0.5,0.6,0.9,3,2,4,45,290,0,30,40,5,0,62,18,6,1000,-1:-1,hex,crop,slow,0,grain
2182,,--constrained-intra,,--no-asm,,--no-weightb,1.5,1.5,1.3,0.4,0.3,0.9,0.5,0,0,0,5,280,0,27,0,4,3,65,38,6,1000,-2:-2,dia,crop,slow,40,psnr
2183,--aud,--constrained-intra,,--no-asm,,--weightb,2.0,1.2,1.3,2.0,0.5,0.7,0.2,0,1,8,35,220,3,25,30,4,4,62,28,1,2000,1:1,umh,crop,fast,40,psnr
2184,--aud,,,,--slow-firstpass,--weightb,1.5,1.6,1.0,5.0,0.6,0.8,0.8,3,0,8,5,210,2,20,10,3,2,66,48,1,2000,-2:-2,umh,show,slow,40,psnr
2185,,--constrained-intra,,,--slow-firstpass,--weightb,0.0,1.1,1.4,2.4,0.4,0.8,0.7,2,0,16,40,250,3,24,50,3,2,69,38,3,1000,-2:-2,umh,show,faster,10,psnr
2186,--aud,,,--no-asm,--slow-firstpass,--weightb,2.5,1.1,1.4,1.6,0.6,0.9,0.8,1,2,6,40,280,0,23,0,3,3,69,28,3,2000,1:1,dia,show,ultrafast,0,animation
2187,,,,--no-asm,--slow-firstpass,--weightb,0.5,1.1,1.2,2.8,0.3,0.8,0.3,3,1,0,40,200,2,24,30,5,1,67,48,1,1000,1:1,umh,show,fast,10,psnr
2188,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.0,1.4,1.4,4.8,0.4,0.9,0.5,1,0,8,40,260,1,23,40,3,0,64,38,2,1000,1:1,dia,crop,superfast,0,psnr
2189,--aud,,,,--slow-firstpass,--no-weightb,3.0,1.5,1.3,0.2,0.4,0.6,0.1,1,1,8,40,200,0,28,40,3,2,68,18,2,1000,-2:-2,hex,show,ultrafast,40,animation
2190,,--constrained-intra,,--no-asm,,--no-weightb,0.5,1.3,1.4,4.6,0.4,0.7,0.6,1,1,10,40,230,0,23,0,5,4,66,38,5,1000,-1:-1,umh,show,slower,0,psnr
2191,,,,,--slow-firstpass,--no-weightb,2.0,1.1,1.2,4.2,0.4,0.7,0.4,0,0,12,45,220,0,26,50,3,1,64,28,6,1000,1:1,hex,crop,superfast,30,ssim
2192,--aud,,,,,--no-weightb,1.5,1.2,1.3,3.0,0.2,0.7,0.9,3,0,10,20,280,2,23,30,5,0,68,38,1,2000,-2:-2,umh,crop,placebo,30,animation
2193,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.0,1.5,1.1,4.0,0.3,0.6,0.7,0,0,4,15,300,3,25,40,5,4,69,18,1,2000,-2:-2,dia,show,veryslow,40,animation
2194,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.0,1.6,1.1,0.4,0.3,0.8,0.5,1,2,10,0,200,2,27,30,5,0,65,48,1,1000,1:1,dia,crop,fast,10,grain
2195,--aud,,,--no-asm,--slow-firstpass,--weightb,0.0,1.0,1.3,1.4,0.2,0.9,0.5,3,2,6,20,250,2,28,40,3,3,69,38,3,2000,-2:-2,dia,crop,veryslow,0,psnr
2196,--aud,--constrained-intra,,,,--no-weightb,0.5,1.6,1.0,5.0,0.3,0.6,0.1,2,0,12,5,200,1,22,20,4,4,64,18,5,2000,-2:-2,umh,show,medium,0,psnr
2197,,--constrained-intra,--intra-refresh,,,--no-weightb,1.5,1.2,1.1,0.6,0.2,0.6,0.6,0,1,12,40,200,1,27,0,5,2,62,48,1,2000,1:1,hex,crop,faster,0,ssim
2198,,--constrained-intra,,--no-asm,,--no-weightb,2.0,1.3,1.4,2.0,0.2,0.9,0.4,1,2,6,20,250,3,21,0,3,1,62,48,3,2000,-1:-1,umh,crop,veryfast,30,psnr
2199,--aud,,,,--slow-firstpass,--weightb,1.5,1.2,1.2,3.0,0.5,0.8,0.4,1,1,6,20,280,2,25,50,4,2,64,38,2,1000,1:1,dia,crop,fast,40,grain
2200,--aud,--constrained-intra,,--no-asm,,--weightb,1.5,1.3,1.2,1.4,0.6,0.6,0.5,1,0,0,20,240,4,25,40,4,2,68,48,3,1000,1:1,umh,show,slower,40,animation
2201,,,,--no-asm,,--no-weightb,3.0,1.5,1.1,2.0,0.4,0.8,0.4,3,1,6,0,210,2,23,10,3,4,61,38,1,1000,-2:-2,hex,show,medium,40,animation
2202,--aud,,,,,--weightb,2.0,1.2,1.3,4.8,0.5,0.8,0.1,2,2,14,20,300,3,29,20,4,1,67,18,3,2000,1:1,dia,crop,slower,0,psnr
2203,,--constrained-intra,,--no-asm,,--weightb,2.5,1.6,1.3,3.2,0.5,0.8,0.5,2,0,2,40,250,1,26,10,3,4,67,18,2,1000,-1:-1,dia,show,veryfast,10,animation
2204,--aud,--constrained-intra,,,,--no-weightb,1.0,1.4,1.4,2.6,0.3,0.9,0.9,1,2,16,30,250,3,20,50,4,4,60,48,3,1000,1:1,hex,crop,superfast,40,psnr
2205,--aud,,,,--slow-firstpass,--weightb,3.0,1.5,1.0,3.2,0.3,0.8,0.9,0,0,12,20,280,4,21,40,4,2,69,38,4,1000,-2:-2,hex,crop,fast,0,animation
2206,,--constrained-intra,,,--slow-firstpass,--weightb,3.0,1.2,1.3,0.2,0.4,0.9,0.6,0,0,14,30,280,3,29,0,4,2,63,28,4,1000,1:1,dia,crop,veryfast,30,animation
2207,--aud,--constrained-intra,,,,--no-weightb,2.0,1.0,1.3,5.0,0.4,0.6,0.4,3,2,16,20,290,1,22,10,3,3,68,28,4,1000,-2:-2,hex,show,superfast,30,ssim
2208,--aud,--constrained-intra,,,,--weightb,1.5,1.1,1.1,1.2,0.4,0.8,0.0,3,0,4,40,280,3,23,20,3,0,65,48,1,1000,-1:-1,hex,show,slow,0,psnr
2209,--aud,--constrained-intra,,,--slow-firstpass,--weightb,1.5,1.5,1.0,0.4,0.4,0.8,0.0,0,1,0,10,210,2,24,0,5,3,60,48,5,1000,-2:-2,dia,crop,slower,40,animation
2210,--aud,,,--no-asm,,--weightb,0.0,1.3,1.1,1.2,0.4,0.6,0.2,0,2,6,25,200,3,22,50,3,4,60,48,1,1000,1:1,dia,show,faster,30,ssim
2211,,,,--no-asm,--slow-firstpass,--no-weightb,1.5,1.3,1.3,2.8,0.2,0.9,0.9,0,1,0,35,260,0,21,40,3,2,66,48,1,2000,1:1,dia,crop,veryslow,40,grain
2212,,,,,,--weightb,2.0,1.4,1.2,1.0,0.2,0.7,0.0,1,1,2,50,270,0,27,20,5,4,69,38,5,2000,-2:-2,umh,crop,slow,40,psnr
2213,--aud,--constrained-intra,,,,--no-weightb,2.0,1.5,1.4,5.0,0.4,0.7,0.7,1,0,16,10,290,3,27,30,3,1,64,38,5,1000,-1:-1,umh,show,medium,40,ssim
2214,,,,,,--no-weightb,1.0,1.1,1.1,4.2,0.3,0.6,0.2,3,2,14,50,240,1,21,0,4,4,61,48,4,2000,-1:-1,hex,crop,veryslow,10,animation
2215,--aud,,,,,--weightb,0.0,1.5,1.4,3.6,0.4,0.7,0.8,0,2,10,30,270,1,23,0,5,1,61,18,2,1000,-2:-2,hex,crop,slower,0,ssim
2216,--aud,--constrained-intra,,--no-asm,,--no-weightb,3.0,1.2,1.0,1.6,0.5,0.8,0.9,1,0,12,0,280,3,24,10,3,0,63,18,4,2000,-2:-2,umh,crop,veryfast,10,grain
2217,--aud,,,,--slow-firstpass,--weightb,2.0,1.4,1.0,4.4,0.2,0.9,0.3,0,0,2,35,300,0,30,0,4,2,68,18,6,2000,-2:-2,umh,crop,fast,0,animation
2218,--aud,,,,,--weightb,1.5,1.5,1.4,4.8,0.3,0.9,0.8,1,1,8,25,220,1,29,10,4,1,60,18,1,2000,1:1,hex,show,veryslow,30,psnr
2219,--aud,,,,,--no-weightb,2.0,1.5,1.0,5.0,0.6,0.7,0.0,3,2,4,35,220,1,30,50,4,2,69,28,2,2000,1:1,umh,crop,slower,10,ssim
2220,--aud,--constrained-intra,,,--slow-firstpass,--weightb,0.0,1.6,1.1,3.6,0.2,0.9,0.2,0,0,14,35,220,4,28,10,5,4,60,48,1,1000,-1:-1,umh,show,veryslow,40,psnr
2221,--aud,,,--no-asm,,--weightb,1.0,1.6,1.4,1.6,0.6,0.6,0.4,2,1,4,35,200,0,20,50,5,3,60,28,3,2000,-1:-1,hex,crop,slower,30,psnr
2222,,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,2.5,1.0,1.4,2.0,0.6,0.7,0.6,2,1,8,35,300,2,27,40,4,0,63,48,1,2000,1:1,umh,crop,slower,30,grain
2223,,--constrained-intra,,,--slow-firstpass,--no-weightb,1.5,1.3,1.3,4.0,0.2,0.7,0.3,0,0,4,40,220,4,25,50,5,4,64,18,2,1000,-1:-1,umh,crop,slow,40,animation
2224,--aud,,,,--slow-firstpass,--no-weightb,0.5,1.2,1.2,4.4,0.2,0.7,0.0,2,2,2,0,210,1,28,50,4,0,66,48,5,2000,1:1,umh,crop,placebo,30,ssim
2225,,,,,--slow-firstpass,--no-weightb,1.0,1.5,1.4,2.4,0.3,0.6,0.7,3,2,0,25,210,4,23,30,4,2,67,28,2,2000,1:1,umh,show,slower,40,grain
2226,--aud,,,,--slow-firstpass,--no-weightb,1.5,1.2,1.4,2.0,0.3,0.7,0.3,2,1,4,50,200,4,28,30,5,2,68,38,5,2000,-2:-2,hex,crop,placebo,40,grain
2227,,,,,--slow-firstpass,--weightb,1.0,1.4,1.2,0.4,0.3,0.9,0.3,2,0,10,30,280,2,29,0,4,0,68,18,5,1000,-2:-2,umh,crop,medium,40,animation
2228,--aud,,,,,--weightb,1.5,1.5,1.0,3.0,0.3,0.8,0.2,0,2,10,40,300,3,27,50,3,0,69,38,4,1000,-2:-2,umh,show,faster,10,psnr
2229,,--constrained-intra,,,,--no-weightb,1.0,1.1,1.3,2.8,0.2,0.6,0.8,2,0,6,25,210,1,23,40,5,2,65,38,1,1000,-1:-1,hex,crop,superfast,30,psnr
2230,,,,,--slow-firstpass,--weightb,0.5,1.4,1.2,3.4,0.6,0.6,0.3,3,1,14,5,230,4,26,0,5,4,69,38,2,2000,-1:-1,dia,show,superfast,0,animation
2231,--aud,,,--no-asm,--slow-firstpass,--no-weightb,3.0,1.6,1.3,2.8,0.5,0.6,0.7,1,1,0,5,220,3,22,0,3,2,69,38,1,2000,1:1,hex,show,ultrafast,40,grain
2232,,--constrained-intra,,--no-asm,,--weightb,1.0,1.1,1.0,3.2,0.3,0.6,0.8,2,1,2,40,210,3,24,30,4,1,65,48,2,1000,-1:-1,umh,crop,faster,10,grain
2233,,--constrained-intra,,,,--weightb,3.0,1.1,1.4,0.6,0.2,0.9,0.9,2,0,0,20,290,0,28,40,5,4,60,28,5,1000,-2:-2,umh,show,fast,10,ssim
2234,,--constrained-intra,,--no-asm,,--weightb,1.0,1.1,1.2,0.6,0.5,0.8,0.6,3,2,0,50,260,2,26,10,5,4,68,18,4,2000,-2:-2,umh,crop,faster,40,psnr
2235,,--constrained-intra,,,--slow-firstpass,--no-weightb,2.5,1.3,1.1,1.0,0.6,0.9,0.3,0,0,4,20,210,3,30,40,4,1,65,28,5,1000,-1:-1,dia,show,veryslow,10,grain
2236,,,,--no-asm,,--no-weightb,1.5,1.4,1.2,4.4,0.3,0.6,0.5,1,1,12,30,250,0,20,30,3,4,60,28,4,2000,-1:-1,dia,crop,veryfast,40,animation
2237,,,,,,--weightb,0.0,1.2,1.0,4.2,0.6,0.7,0.5,1,1,14,10,290,2,27,40,3,3,64,28,5,1000,1:1,hex,crop,fast,0,ssim
2238,,,,--no-asm,,--weightb,0.0,1.1,1.2,1.2,0.6,0.9,0.7,3,1,16,30,250,0,22,0,3,3,63,48,6,2000,-1:-1,umh,crop,veryslow,40,ssim
2239,,,,,--slow-firstpass,--weightb,0.0,1.1,1.1,5.0,0.5,0.8,0.7,3,1,4,20,250,4,22,30,4,2,65,38,5,1000,-2:-2,dia,crop,slow,10,psnr
2240,--aud,--constrained-intra,,,,--weightb,2.5,1.6,1.3,4.8,0.3,0.6,0.3,3,1,4,20,290,1,29,20,3,2,68,38,4,1000,1:1,dia,crop,veryslow,40,ssim
2241,,--constrained-intra,,,--slow-firstpass,--no-weightb,0.5,1.6,1.1,3.4,0.4,0.7,0.1,2,0,2,35,290,1,22,30,3,3,60,48,2,1000,-2:-2,umh,crop,slower,40,animation
2242,,,,,--slow-firstpass,--weightb,1.5,1.5,1.2,3.8,0.6,0.6,0.3,1,1,6,5,220,1,27,40,5,2,68,38,2,1000,1:1,hex,show,placebo,0,psnr
2243,,--constrained-intra,--intra-refresh,--no-asm,,--no-weightb,1.0,1.0,1.4,1.0,0.6,0.6,0.0,2,0,6,20,250,0,22,40,5,1,67,18,1,2000,1:1,dia,show,faster,0,animation
2244,,--constrained-intra,,,,--no-weightb,0.0,1.6,1.3,1.6,0.5,0.9,0.7,1,2,16,50,300,3,28,10,3,0,64,18,3,1000,1:1,hex,show,superfast,30,grain
2245,,--constrained-intra,,--no-asm,,--weightb,2.5,1.0,1.3,5.0,0.5,0.9,0.0,0,0,0,20,210,3,30,0,3,1,67,48,1,2000,1:1,umh,show,placebo,40,animation
2246,,,,,,--no-weightb,2.0,1.3,1.3,0.8,0.6,0.9,0.2,0,2,14,0,260,3,22,50,4,1,62,38,6,2000,1:1,hex,show,veryslow,10,ssim
2247,--aud,,,,--slow-firstpass,--no-weightb,1.0,1.1,1.0,0.6,0.5,0.7,0.3,0,2,8,20,200,4,29,30,4,0,60,38,2,1000,1:1,umh,show,fast,30,animation
2248,--aud,,,,,--no-weightb,0.0,1.0,1.1,4.4,0.2,0.8,0.0,0,2,14,40,200,3,21,30,4,0,61,38,3,2000,1:1,dia,show,slower,40,grain
2249,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.5,1.4,1.1,1.6,0.2,0.7,0.2,2,1,0,35,300,2,28,30,3,3,64,48,4,1000,-2:-2,hex,crop,superfast,0,psnr
2250,,--constrained-intra,,--no-asm,--slow-firstpass,--weightb,1.5,1.3,1.3,4.0,0.3,0.7,0.1,2,1,10,10,270,4,20,10,5,3,61,48,5,2000,1:1,dia,show,fast,40,ssim
2251,,--constrained-intra,,,,--weightb,3.0,1.1,1.0,1.0,0.4,0.8,0.6,0,0,8,30,200,0,29,10,5,3,68,18,3,2000,1:1,umh,show,veryslow,40,animation
2252,,--constrained-intra,,,,--no-weightb,3.0,1.4,1.1,2.4,0.6,0.6,0.2,2,1,10,45,270,4,27,20,4,0,67,18,6,2000,1:1,dia,show,placebo,30,psnr
2253,,,,--no-asm,--slow-firstpass,--weightb,2.5,1.2,1.0,0.4,0.6,0.6,0.3,3,2,2,15,290,4,27,40,4,1,65,28,5,1000,-1:-1,umh,crop,faster,30,psnr
2254,--aud,--constrained-intra,,--no-asm,--slow-firstpass,--no-weightb,2.0,1.5,1.1,2.8,0.3,0.9,0.1,3,1,10,45,220,1,28,10,5,3,66,48,2,1000,1:1,dia,show,fast,0,animation
2255,--aud,,,--no-asm,,--weightb,0.5,1.2,1.2,3.8,0.2,0.9,0.7,2,1,6,50,250,2,30,40,5,4,62,38,5,2000,1:1,dia,show,ultrafast,0,animation
2256,--aud,--constrained-intra,,,--slow-firstpass,--weightb,3.0,1.1,1.4,2.4,0.3,0.7,0.8,3,0,0,15,200,2,25,0,3,2,62,28,5,2000,-2:-2,hex,crop,slow,40,animation
2257,,,,,,--no-weightb,0.5,1.5,1.0,3.4,0.3,0.9,0.7,3,1,12,10,220,4,22,30,5,2,69,18,4,1000,-1:-1,hex,show,medium,0,ssim
2258,,,,--no-asm,,--no-weightb,1.0,1.2,1.4,2.0,0.3,0.9,0.9,0,0,16,5,270,1,25,10,5,3,63,38,3,1000,-2:-2,hex,crop,slower,0,animation
2259,--aud,--constrained-intra,,,--slow-firstpass,--no-weightb,2.5,1.2,1.1,2.2,0.5,0.8,0.6,3,2,0,0,260,3,20,10,3,0,63,38,2,1000,-2:-2,umh,crop,medium,0,ssim
2260,,,,,--slow-firstpass,--no-weightb,1.0,1.3,1.2,1.4,0.3,0.7,0.4,1,1,16,40,250,3,20,10,5,2,64,18,2,2000,-2:-2,dia,crop,superfast,0,animation
2261,--aud,,,,,--no-weightb,0.0,1.1,1.1,4.8,0.4,0.6,0.4,2,1,2,20,280,2,22,0,5,1,61,18,5,2000,-1:-1,umh,crop,placebo,30,psnr
2262,,,--intra-refresh,--no-asm,--slow-firstpass,--weightb,2.0,1.1,1.4,1.6,0.6,0.8,0.3,1,1,8,50,210,4,29,0,5,2,60,48,1,1000,-2:-2,dia,crop,medium,0,psnr
2263,,--constrained-intra,,,,--no-weightb,2.0,1.6,1.3,2.2,0.2,0.6,0.6,1,2,0,50,230,2,30,50,3,0,60,28,6,2000,-2:-2,dia,show,veryslow,10,ssim
2264,,--constrained-intra,,--no-asm,,--weightb,2.0,1.5,1.0,1.4,0.2,0.6,0.2,3,0,2,30,200,1,20,30,5,1,66,18,4,2000,1:1,umh,show,superfast,10,grain
2265,--aud,,,,,--no-weightb,3.0,1.5,1.1,0.4,0.2,0.7,0.2,2,0,14,25,220,3,20,20,3,4,60,38,6,1000,-1:-1,umh,crop,faster,40,animation
2266,--aud,,,,--slow-firstpass,--no-weightb,2.5,1.0,1.0,0.4,0.6,0.8,0.3,1,0,6,25,300,1,22,10,4,2,67,48,2,2000,1:1,umh,show,slower,30,ssim
2267,--aud,,,--no-asm,--slow-firstpass,--weightb,2.5,1.5,1.3,2.4,0.4,0.7,0.5,3,2,12,5,200,0,24,10,4,1,63,18,6,1000,1:1,hex,show,veryfast,0,grain
2268,--aud,,,,--slow-firstpass,--weightb,1.5,1.5,1.1,1.0,0.2,0.9,0.8,3,1,0,35,250,4,28,20,5,0,63,48,1,2000,1:1,dia,show,slower,10,ssim
2269,,,,,--slow-firstpass,--no-weightb,2.0,1.3,1.3,4.8,0.4,0.6,0.8,2,0,10,15,270,3,22,50,5,2,69,38,5,1000,-1:-1,umh,crop,slower,40,psnr
2270,--aud,--constrained-intra,,,,--no-weightb,2.0,1.0,1.3,3.4,0.3,0.6,0.3,0,2,0,15,230,1,25,20,5,3,60,38,1,2000,-2:-2,umh,show,slow,40,ssim
2271,,,,,,--weightb,3.0,1.2,1.2,2.6,0.5,0.9,0.4,2,0,12,0,200,0,30,0,4,3,68,28,2,2000,-2:-2,hex,crop,slow,0,ssim
2272,,,,--no-asm,--slow-firstpass,--no-weightb,0.0,1.2,1.3,3.4,0.4,0.7,0.9,0,2,14,15,240,1,22,10,5,2,66,18,6,2000,-1:-1,dia,show,placebo,30,ssim
